Name,Started,Games,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,PlusMinus,DoubleDoubles,TripleDoubles,Team_ATL,Team_BKN,Team_BOS,Team_CHA,Team_CHI,Team_CLE,Team_DAL,Team_DEN,Team_DET,Team_GS,Team_HOU,Team_IND,Team_LAC,Team_LAL,Team_MEM,Team_MIA,Team_MIL,Team_MIN,Team_NO,Team_NY,Team_OKC,Team_ORL,Team_PHI,Team_PHO,Team_POR,Team_SA,Team_SAC,Team_TOR,Team_UTA,Team_WAS,Position_C,Position_PF,Position_PG,Position_SF,Position_SG
Bradley Beal,40,40,592,22,143.4,317.7,18.6,20.3,117.4,231.1,20.9,26.0,86.5,12.4,69.6,83.6,34.3,15.7,62.2,77.9,0.5,1.9,1.2,109.2,14.8,2.5,55.6,39.1,382.3,354.5,22.2,3.6,12.7,0.2,0.1,2.3,12.7,-42.0,0.7000000000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
John Wall,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Otto Porter Jr.,15,63,575,13,79.5,171.4,19.1,23.1,46.6,82.4,23.3,33.0,89.0,15.2,20.2,25.1,33.1,35.4,113.7,149.1,1.2,3.6,2.4,38.7,27.6,11.9,15.2,34.2,212.2,182.5,23.9,3.2,1.6,0.4,0.30000000000000004,1.3,2.6,95.6,0.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Garrett Temple,16,59,452,2,45.7,121.1,15.6,19.6,21.4,45.3,19.5,24.3,75.8,13.2,11.5,16.9,28.1,12.4,47.0,59.3,0.5,2.0,1.2,30.5,17.7,3.9,17.3,33.4,127.3,128.6,20.4,1.8,1.6,0.30000000000000004,0.30000000000000004,2.0,2.4,-134.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Terrence Ross,0,64,596,3,90.6,228.2,16.4,19.2,58.9,119.5,20.3,31.7,108.8,12.0,46.1,53.6,35.5,3.4,58.1,66.3,0.2,1.7000000000000002,1.0,47.8,11.5,2.0,30.9,28.0,259.1,251.8,21.2,2.2,2.1,0.2,0.1,1.9,3.5,-142.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Jonas Valanciunas,74,74,923,16,210.1,386.5,22.4,23.6,186.6,321.4,23.9,23.5,65.1,14.9,97.6,119.1,33.8,93.1,254.2,347.3,1.9,12.9,3.5,78.3,16.9,24.7,73.7,101.8,541.4,438.8,25.4,10.2,2.4,0.2,0.4,2.4,4.1,27.6,20.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DeMar DeRozan,76,76,1129,2,318.9,632.4,20.8,21.5,298.3,573.9,21.4,20.6,58.5,14.5,214.2,244.3,36.1,23.1,138.0,161.1,0.4,2.3,1.4,154.1,28.0,4.1,74.2,73.3,872.6,739.9,24.3,11.1,4.0,0.2,0.1,1.5,13.2,31.7,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyle Lowry,63,63,878,1,113.7,258.3,18.1,22.9,54.4,100.9,22.2,59.3,157.4,15.5,61.0,71.7,35.1,13.6,102.6,116.2,0.30000000000000004,2.2,1.3,195.3,27.6,2.9,69.2,72.9,347.7,289.9,24.7,3.0,13.3,0.30000000000000004,0.1,3.3,3.1,103.0,2.7,0.30000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lou Williams,0,56,329,14,51.5,131.8,16.1,18.5,36.3,89.8,16.6,15.2,42.0,15.0,27.6,32.1,35.4,2.7,29.3,35.8,0.4,1.6,1.0,43.3,11.5,0.5,17.7,19.8,145.8,146.0,20.6,2.5,3.2,0.30000000000000004,0.1,1.8,3.7,2.5,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Johnson,10,62,490,16,59.3,126.5,19.3,20.9,49.9,91.5,22.5,3.9,35.0,11.2,11.9,22.7,21.7,21.0,67.6,88.6,0.8,2.5,1.7000000000000002,53.6,12.4,14.0,19.8,66.7,140.1,136.5,21.2,2.1,2.5,0.2,0.4,2.1,2.3,-24.3,0.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anthony Davis,40,40,578,0,152.4,286.3,21.9,22.3,147.1,257.5,23.5,2.2,28.8,3.2,71.7,100.5,29.4,43.7,118.7,162.3,1.4,3.7,2.6,50.3,20.2,37.1,33.8,40.0,381.9,330.6,23.8,11.5,2.5,0.30000000000000004,1.0,1.6,11.2,-40.0,3.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eric Gordon,46,57,688,18,110.4,232.4,19.6,24.1,59.3,108.4,22.6,51.1,124.0,17.0,43.3,55.6,32.1,2.5,40.4,46.6,0.2,1.1,0.6000000000000001,63.4,11.5,3.1,44.1,26.0,315.2,256.8,25.3,2.5,2.4,0.1,0.2,2.5,3.2,-72.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jrue Holiday,64,67,909,15,196.9,393.0,20.6,23.5,142.6,260.8,22.5,54.4,132.3,16.9,56.4,74.2,31.4,28.4,95.6,124.0,0.6000000000000001,1.9,1.2,188.3,44.5,11.9,75.4,54.8,504.7,425.7,24.4,4.0,13.1,0.4,0.2,2.6,4.0,175.5,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Draymond Green,44,46,547,23,55.6,105.9,21.6,22.9,49.0,83.6,24.1,2.7,22.2,12.2,24.7,37.5,27.2,18.5,119.9,138.4,0.6000000000000001,3.9,2.3,131.8,25.5,20.6,57.3,56.0,142.6,122.4,24.0,2.9,13.4,0.4,0.6000000000000001,13.1,2.4,78.3,0.7000000000000001,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Harrison Barnes,77,77,1065,1,161.1,343.6,19.3,22.8,102.6,195.3,21.6,58.5,148.3,16.2,140.5,170.2,34.0,33.8,144.2,178.0,0.6000000000000001,2.5,1.5,76.6,21.8,2.4,48.6,38.7,521.2,418.5,25.7,3.2,1.8,0.2,0.1,1.8,3.2,-154.1,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Stephen Curry,64,64,911,2,220.4,504.3,18.0,22.8,103.0,195.3,21.7,117.4,309.0,15.7,113.3,122.8,38.0,14.0,124.0,138.0,0.30000000000000004,2.4,1.4,166.4,35.0,3.9,84.9,53.6,671.6,558.3,24.8,10.8,12.5,0.30000000000000004,0.2,2.2,12.8,208.9,2.0,0.30000000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Klay Thompson,32,32,387,21,101.4,236.1,17.7,21.8,54.4,114.1,19.7,47.0,122.0,15.9,19.0,21.0,37.2,2.5,45.3,51.5,0.30000000000000004,2.1,1.2,36.3,2.7,2.9,17.7,22.2,268.6,245.3,22.5,3.6,2.7,0.1,0.30000000000000004,1.1,12.3,27.2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
